# serie: dificultad — Medición 1 · cuánto pesaba la bomba contra la dificultad real
# origen: https://ethereum-rpc.publicnode.com · eth_getBlockByNumber
# bajado: 2026-08-20 00:20 UTC
# rango: bloques 4000000..15537394 cada 10000
# el paso es parte del dato: la serie está muestreada, no es continua
bloque,marca,dificultad
12150000,1617231494,6332307140671423
12160000,1617365592,6145804200935395
12170000,1617497679,6343829551655102
12180000,1617630151,6560456439778544
12190000,1617762714,6659607475875344
12200000,1617895961,6629160356064864
12210000,1618029001,6576022712415089
12220000,1618161781,6478297624908829
12230000,1618293615,6920544248607001
12240000,1618427325,6874171635916066
12250000,1618562162,6333745793405346
12260000,1618694542,6648874889887095
12270000,1618828663,6543296472428594
12280000,1618960424,6936181817061282
12290000,1619094585,6775749841940108
12300000,1619228194,6839631549932092
12310000,1619361061,7106046759784709
12320000,1619494666,6990272835864992
12330000,1619627316,7245219700700828
12340000,1619760845,7370488268047816
12350000,1619894405,7398920414632668
12360000,1620028837,7101308438945835
12370000,1620161141,7453221835409997
12380000,1620294307,7595980377553604
12390000,1620428162,7507663773830137
12400000,1620561103,7707988185783531
12410000,1620694380,7759246374028248
12420000,1620828079,7742023911679232
12430000,1620961302,8008476469809658
12440000,1621095283,7695539192276562
12450000,1621228726,7870579779290278
12460000,1621362530,8066192900751090
12470000,1621496657,8157082922068158
12480000,1621630968,7951621566641006
12490000,1621765477,7669500381145102
12500000,1621898262,8011632356687199
12510000,1622032864,7706599189744071
12520000,1622166930,7690191578376587
12530000,1622301541,7446864547440364
12540000,1622435873,7549147643257311
12550000,1622569624,7390223822592969
12560000,1622702828,7662819262120392
12570000,1622835774,8038975058075957
12580000,1622969986,7759182548061568
12590000,1623103605,7840783750582863
12600000,1623236934,7922613926566740
12610000,1623370783,7686937600381011
12620000,1623505786,7324487975708907
12630000,1623638807,7456331893199703
12640000,1623772999,7357564047025227
12650000,1623906874,7326338919270071
12660000,1624040322,7549879559847930
12670000,1624175317,7150005846281167
12680000,1624310304,6752581069609032
12690000,1624445931,6326288630577280
12700000,1624579680,6405801404925837
12710000,1624715084,6148115311085839
12720000,1624849533,6138676934548310
12730000,1624983860,6281257944396514
12740000,1625118607,6351505296769531
12750000,1625252767,6497909400117099
12760000,1625387525,6399585655196553
12770000,1625521566,6646929445261896
12780000,1625657006,6431823587877976
12790000,1625790864,6658082154313702
12800000,1625924808,6777903667652540
12810000,1626059893,6799824751490545
12820000,1626195533,6653016438808761
12830000,1626331450,6567539513314910
12840000,1626467100,6634088047381360
12850000,1626603267,6537378914173726
12860000,1626737436,6841019423595340
12870000,1626873224,6765612832363182
12880000,1627007731,6889063114316859
12890000,1627142840,7024890308007847
12900000,1627277650,7143381330044278
12910000,1627414962,7161760956022300
12920000,1627551793,7259718871791494
12930000,1627689096,7135392926687827
12940000,1627825976,7340033079866295
12950000,1627961940,7615769515446006
12960000,1628098337,7687169343761017
12970000,1628233655,7656001252874407
12980000,1628366436,7588821136521921
12990000,1628500025,7485038988287084
13000000,1628632419,8050151966801941
13010000,1628766502,7816508407164628
13020000,1628899807,7930297140960777
13030000,1629033564,7801808696191716
13040000,1629166846,7732425485413112
13050000,1629299921,7898626820631500
13060000,1629433653,8048818421020005
13070000,1629567080,8149259159322660
13080000,1629700734,7968932250832666
13090000,1629833581,8320966289232576
13100000,1629968146,8133227148702956
13110000,1630101443,8195516028784744
13120000,1630234980,8166083990460661
13130000,1630368306,8322675427891806
13140000,1630501961,8442730138429578
13150000,1630635389,8548263856159738
13160000,1630769397,8286226572699530
13170000,1630901667,8907777909897143
13180000,1631035850,8709851218969675
13190000,1631169569,8816393921877310
13200000,1631303063,9033625706349202
13210000,1631436980,9111798198197158
13220000,1631570925,9083126222416057
13230000,1631704722,8971088598401438
13240000,1631838218,9151037252501507
13250000,1631972883,8879445984787820
13260000,1632105194,9212667491479170
13270000,1632239070,9218224965275238
13280000,1632373478,8887082250178720
13290000,1632507046,8945098309941202
13300000,1632639885,9438833706815416
13310000,1632774512,9267423924322444
13320000,1632909699,8961991429785813
13330000,1633045128,8947035337948298
13340000,1633179771,9253383402895213
13350000,1633314967,9397037319363461
13360000,1633449704,9599251706083811
13370000,1633585310,9445204679259621
13380000,1633720539,9669289333914921
13390000,1633856465,9519651349033420
13400000,1633991799,9691630208547393
13410000,1634128071,9696307123695116
13420000,1634264929,9425915512499518
13430000,1634400458,9493494005203525
13440000,1634535575,9453546867932472
13450000,1634670797,9585231077602556
13460000,1634805859,9634114544281170
13470000,1634940271,9987201396263368
13480000,1635076077,9935104712386116
13490000,1635210646,10326609573724629
13500000,1635345781,10226704057101792
13510000,1635481741,10328502819175896
13520000,1635617524,10248298722125184
13530000,1635753247,10556216899036672
13540000,1635889733,10425244740754840
13550000,1636026074,10141211220682890
13560000,1636160757,10658156338618775
13570000,1636296851,10356352529882372
13580000,1636430840,11381754304373509
13590000,1636567547,10708962243845224
13600000,1636702284,10840356032022046
13610000,1636838231,11170828159759804
13620000,1636974599,11277459812391481
13630000,1637112045,11059364333057406
13640000,1637247554,11645195623295696
13650000,1637385521,10904219464694509
13660000,1637522175,11338950430788616
13670000,1637658908,11143846152378618
13680000,1637795309,11043170767828392
13690000,1637933113,10664847692844206
13700000,1638070201,10604268105767925
13710000,1638208543,11089715612223786
13720000,1638346965,11308644645054965
13730000,1638485011,11558515442544882
13740000,1638623749,11420527040789420
13750000,1638762828,11370381235069255
13760000,1638900251,11881429636264912
13770000,1639038179,11987345272660356
13780000,1639173785,11458341650594573
13790000,1639308336,10904274801588102
13800000,1639440039,12120349177076258
13810000,1639574789,11757798738508976
13820000,1639708949,11279614126113170
13830000,1639842568,11534768066825009
13840000,1639975792,11836446986742660
13850000,1640109355,11836392821289796
13860000,1640243463,11618989290514487
13870000,1640377182,11687517778545053
13880000,1640510988,11658348950935325
13890000,1640644321,11970651604546489
13900000,1640777987,11936710838134498
13910000,1640912030,11784760828585458
13920000,1641046037,11842379395416740
13930000,1641178870,12433889706511253
13940000,1641312901,12389891069718803
13950000,1641446776,12364564848834328
13960000,1641581257,11785751663184082
13970000,1641713394,12491121687949044
13980000,1641847870,11999455820828838
13990000,1641980755,12458128645594105
14000000,1642114795,12316581093827601
14010000,1642249414,11657145623324647
14020000,1642381657,12371834260145603
14030000,1642515448,12399410689199082
14040000,1642648998,12360096028555638
14050000,1642782645,12351327854379210
14060000,1642915566,12741111225040470
14070000,1643049678,12515755970596104
14080000,1643183227,12679339158517993
14090000,1643317012,12763771571160168
14100000,1643450273,12700000870278888
14110000,1643583240,12868036976682569
14120000,1643717145,12501766842523914
14130000,1643849966,12916814335766436
14140000,1643984094,12550892623683760
14150000,1644117544,12772583011372497
14160000,1644250862,12641664546798158
14170000,1644384650,12790442655403334
14180000,1644518643,12714207943375497
14190000,1644652010,12733252276873568
14200000,1644784417,13305086062839392
14210000,1644918929,12600098433545482
14220000,1645052222,12910159484390287
14230000,1645185918,12941137686575518
14240000,1645320882,12485527484251406
14250000,1645454191,12918430574988216
14260000,1645587771,12778683689315079
14270000,1645721942,12518101326987077
14280000,1645855937,12341165492943019
14290000,1645988668,13008814218995263
14300000,1646123109,12620189996958553
14310000,1646255996,13003583988219799
14320000,1646390799,12505068179710808
14330000,1646525146,12613043703963817
14340000,1646660177,11925825342607695
14350000,1646793870,12494077955826436
14360000,1646927531,12704294493388884
14370000,1647061767,12894055978614429
14380000,1647197524,12418365487195784
14390000,1647331743,12446093930356882
14400000,1647466065,12801999671768450
14410000,1647601217,12631100294835252
14420000,1647735205,13084632810864909
14430000,1647869808,12930628622301867
14440000,1648003802,13017435294779132
14450000,1648138380,13008789209882952
14460000,1648272771,13058554595994408
14470000,1648407135,13374326543586615
14480000,1648541799,13051027240905700
14490000,1648676535,12981993566811331
14500000,1648811420,12951341218396377
14510000,1648946455,13020497986983881
14520000,1649081895,12992621289380598
14530000,1649216472,13230735802836162
14540000,1649351585,13052615065804248
14550000,1649486712,13110744593078866
14560000,1649621355,13259566621030405
14570000,1649756725,12815037742093543
14580000,1649891109,13494401698055703
14590000,1650026458,12938890637106835
14600000,1650160464,13588149235140865
14610000,1650296056,13660808791138224
14620000,1650432428,12736475974504747
14630000,1650567293,13359614747172750
14640000,1650702539,13470293708934717
14650000,1650837755,13740469538865149
14660000,1650974112,13246534100370346
14670000,1651109850,13472101181751138
14680000,1651246153,13227201875163685
14690000,1651381358,13904362222804420
14700000,1651517664,13560166967928876
14710000,1651654887,13535870013411989
14720000,1651791602,13844122906501869
14730000,1651928888,14019923252532847
14740000,1652065990,14597129997564876
14750000,1652205833,13795304749893066
14760000,1652343398,14138947572276794
14770000,1652480014,15155367233475518
14780000,1652618216,14533743919129986
14790000,1652755861,14057655203083961
14800000,1652893017,14434292157837665
14810000,1653034829,14178775287372606
14820000,1653174366,14646109726575586
14830000,1653314722,14555010073436020
14840000,1653455799,14019493503187649
14850000,1653596523,14380992604480437
14860000,1653736900,14374348558393287
14870000,1653877132,14456797745327004
14880000,1654017821,14488240954966322
14890000,1654159476,14120482739235571
14900000,1654299392,14515670020360060
14910000,1654444881,15464837039583566
14920000,1654592967,14694723732637981
14930000,1654739183,15504577225437478
14940000,1654886568,15230888298670397
14950000,1655035166,14455086198611846
14960000,1655183170,14541076588417913
14970000,1655333038,13735103213214890
14980000,1655480913,14050139520068349
14990000,1655630387,13336133301036315
15000000,1655778500,13832157637341064
15010000,1655939144,14760767207047678
15020000,1656100984,14487326679224424
15030000,1656263320,13829512074192396
15040000,1656424701,14045788922341103
15050000,1656586444,14303523301469775
15060000,1656724424,11268143319961884
15070000,1656856549,12038201705263386
15080000,1656990236,11940236049100612
15090000,1657124708,11421988120020067
15100000,1657257464,11774990027574041
15110000,1657391262,11685148248201811
15120000,1657524366,11599062411566234
15130000,1657657541,11902800002926287
15140000,1657791724,11367128749507263
15150000,1657924630,11737654622949450
15160000,1658058807,11673297279808640
15170000,1658192794,11721479423899078
15180000,1658326582,11848767187476825
15190000,1658460343,11953725725306908
15200000,1658593955,12042765409565023
15210000,1658729675,11652846965656987
15220000,1658864229,11694414715250902
15230000,1658997550,12207263781758780
15240000,1659132636,11979617580486188
15250000,1659267429,11723860912607936
15260000,1659401579,12116101093611563
15270000,1659536786,11794014261896639
15280000,1659671445,11926769817465128
15290000,1659806170,11646677502167269
15300000,1659940505,11490519901860831
15310000,1660075301,11949483296737644
15320000,1660211453,11932603647221490
15330000,1660347735,11970132442989468
15340000,1660483498,12384672279579087
15350000,1660620643,12247233324951060
15360000,1660756519,12533230073347873
15370000,1660893978,11873181873132203
15380000,1661031198,11584300237527472
15390000,1661167745,11663046896580729
15400000,1661304400,11732676900254043
15410000,1661442980,11868972386815562
15420000,1661581385,12216453694718727
15430000,1661719884,12165772592232727
15440000,1661857201,12659290875332969
15450000,1661995857,12127251183224878
15460000,1662133069,12797705865732852
15470000,1662271741,12729493112574710
15480000,1662411028,11967542957389757
15490000,1662549604,12062514777720605
15500000,1662687582,12157820587645804
15510000,1662830233,12386099500490815
15520000,1662972746,12451605217188227
15530000,1663115805,12433145001791162
